,S,POS,O
,Web,NNP,B-art
,lokasi,NN,O
,menjadi,VBD,O
,populer,JJ,O
,untuk,IN,O
,sedang berlangsung,JJ,O
,Laporan,NNS,O
,pada,IN,O
,itu,DT,O
,Sri,NNP,B-org
,Lanka,NNP,B-geo
,sipil,JJ,O
,perang,NN,O
,Dan,CC,O
,dulu,VBD,O
,A,DT,O
,menonjol,JJ,O
,pendukung,NN,O
,dari,IN,O
,itu,DT,O
,Tamil,NNP,B-org
,Harimau,NNP,I-org
,pemberontak,NN,O
,pergerakan,NN,O
,.,.,O
Sentence: 238,Tn.,NNP,B-per
,Shivaram,NNP,I-per
,",",",",O
,WHO,WP,O
,dulu,VBD,O
,Juga,RB,O
,secara brutal,RB,O
,terserang,VBN,O
,di dalam,IN,O
,2001,CD,B-tim
,",",",",O
,dulu,VBD,O
,ditemukan,VBN,O
,di dekat,IN,O
,A,DT,O
,danau,NN,O
,tersumbat,VBN,O
,dengan,IN,O
,suara tembakan,NN,O
,luka,NNS,O
,ke,TO,O
,the,DT,O
,kepala,NN,O
,.,.,O
Sentence: 239,TIDAK,DT,O
,satu,NN,O
,diklaim,VBD,O
,tanggung jawab,NN,O
,untuk,IN,O
,itu,DT,O
,pembunuhan,NN,O
,.,.,O
Sentence: 240,Jepang,NNP,B-gpe
,Dan,CC,O
,Utara,NNP,B-gpe
,Korea,NNP,I-gpe
,mengatakan,VBP,O
,mereka,PRP,O
,adalah,VBP,O
,mempertimbangkan,VBG,O
,A,DT,O
,dimulainya kembali,NN,O
,dari,IN,O
,bilateral,JJ,O
,pembicaraan,NNS,O
,sebagai,IN,O
,bagian,NN,O
,dari,IN,O
,upaya,NNS,O
,ke,TO,O
,menormalkan,VB,O
,hubungan,NNS,O
,.,.,O
Sentence: 241,Jepang,JJ,B-gpe
,media,NNS,O
,dilaporkan,VBD,O
,Senin,NNP,B-tim
,itu,IN,O
,itu,DT,O
,dua,CD,O
,negara,NNS,O
,harapan,VBP,O
,ke,TO,O
,mengatur,VB,O
,ke,TO,O
,memegang,VB,O
,itu,DT,O
,pembicaraan,NNS,O
,di dalam,IN,O
,Beijing,NNP,B-geo
,di dalam,IN,O
,lebih awal,JJ,O
,November,NNP,B-tim
,.,.,O
Sentence: 242,Itu,DT,O
,pembicaraan,NNS,O
,bisa,MD,O
,datang,VB,O
,sebelum,IN,O
,enam partai,JJ,O
,pembicaraan,NNS,O
,pada,IN,O
,Utara,NNP,B-gpe
,Korea,NNP,I-gpe
,S,POS,O
,nuklir,JJ,O
,ambisi,NNS,O
,melanjutkan,VBP,O
,.,.,O
Sentence: 243,Jepang,NNP,B-gpe
,Dan,CC,O
,Utara,NNP,B-gpe
,Korea,NNP,I-gpe
,memiliki,VBP,O
,bukan,RB,O
,telah,VBN,O
,resmi,JJ,O
,bilateral,JJ,O
,pembicaraan,NNS,O
,untuk,IN,O
,tentang,RB,O
,A,DT,O
,tahun,NN,O
,.,.,O
Sentence: 244,Tokyo,NNP,B-gpe
,Dan,CC,O
,Pyongyang,NNP,B-gpe
,adalah,VBP,O
,pada,IN,O
,kemungkinan,NNS,O
,lebih,IN,O
,Utara,NNP,B-gpe
,Korea,NNP,I-gpe
,S,POS,O
,nuklir,JJ,O
,senjata,NNS,O
,program,NN,O
,Dan,CC,O
,itu,DT,O
,Utara,NNP,B-gpe
,S,POS,O
,penculikan,NN,O
,dari,IN,O
,Jepang,JJ,B-gpe
,warga,NNS,O
,di dalam,IN,O
,itu,DT,O
,1970 -an,NNS,B-tim
,Dan,CC,O
,1980 -an,NNS,B-tim
,.,.,O
Sentence: 245,A,DT,O
,manusia,JJ,O
,hak,NNS,O
,kelompok,NN,O
,memiliki,VBZ,O
,dituduh,VBN,O
,koalisi,NN,O
,pasukan,NNS,O
,di dalam,IN,O
,Irak,NNP,B-geo
,dari,IN,O
,kegagalan,VBG,O
,ke,TO,O
,aman,VB,O
,bukti,NN,O
,dipertimbangkan,VBN,O
,vital,JJ,O
,ke,TO,O
,itu,DT,O
,mendatang,JJ,O
,perang,NN,O
,kejahatan,NNS,O
,uji coba,NN,O
,dari,IN,O
,mantan,JJ,O
,Irak,JJ,B-gpe
,pemimpin,NN,O
,Saddam,NNP,B-per
,Hussein,NNP,I-per
,.,.,O
Sentence: 246,Manusia,NNP,B-org
,Hak,NNP,I-org
,Jam tangan,NNP,I-org
,",",",",O
,di dalam,IN,O
,A,DT,O
,laporan,NN,O
,dilepaskan,VBN,O
,Kamis,NNP,B-tim
,",",",",O
,dikatakan,VBD,O
,koalisi,NN,O
,pasukan,NNS,O
,gagal,VBD,O
,ke,TO,O
,berhenti,VB,O
,rakyat,NNS,O
,dari,IN,O
,pencurian,VBG,O
,ribuan,NNS,O
,dari,IN,O
,Irak,JJ,B-gpe
,pemerintah,NN,O
,dokumen,NNS,O
,di dalam,IN,O
,itu,DT,O
,bulan,NNS,O
,setelah,IN,O
,itu,DT,O
,2003,CD,B-tim
,invasi,NN,O
,dari,IN,O
,Irak,NNP,B-geo
,.,.,O
Sentence: 247,Itu,DT,O
,kelompok,NN,O
,Juga,RB,O
,dituduh,VBD,O
,pasukan,NNS,O
,dari,IN,O
,kegagalan,VBG,O
,ke,TO,O
,berhenti,VB,O
,rakyat,NNS,O
,dari,IN,O
,merusak,VBG,O
,beberapa,JJ,O
,massa,NN,O
,kuburan,NNS,O
,di dalam,IN,O
,itu,DT,O
,Torn War,JJ,O
,negara,NN,O
,.,.,O
Sentence: 248,Itu,DT,O
,Terkait,NNP,B-org
,Tekan,NNP,I-org
,kutipan,VBZ,O
,A,DT,O
,KITA.,NNP,B-gpe
,Pertahanan,NNP,B-org
,Departemen,NNP,I-org
,Juru Bicara,NN,O
,sebagai,IN,O
,pepatah,VBG,O
,dia,PRP,O
,memiliki,VBZ,O
,bukan,RB,O
,diulas,VBN,O
,itu,DT,O
,laporan,NN,O
,.,.,O
Sentence: 249,Saddam,NNP,B-per
,Hussein,NNP,I-per
,dulu,VBD,O
,didakwa,VBN,O
,di dalam,IN,O
,Juli,NNP,B-tim
,pada,IN,O
,A,DT,O
,KITA.,NNP,B-gpe
,militer,NN,O
,basis,NN,O
,pada,IN,O
,itu,DT,O
,pinggiran,NNS,O
,dari,IN,O
,Bagdad,NNP,B-geo
,.,.,O
Sentence: 250,Dia,PRP,O
,wajah,VBZ,O
,tuduhan,NNS,O
,dari,IN,O
,perang,NN,O
,kejahatan,NNS,O
,",",",",O
,genosida,NN,O
,Dan,CC,O
,kejahatan,NNS,O
,melawan,IN,O
,kemanusiaan,NN,O
,.,.,O
Sentence: 251,Mesir,NNP,B-gpe
,S,POS,O
,pemerintah,NN,O
,Dan,CC,O
,itu,DT,O
,Dunia,NNP,B-org
,Kesehatan,NNP,I-org
,Organisasi,NNP,I-org
,mengatakan,VBP,O
,tiga,CD,O
,Mesir,JJ,B-gpe
,anak-anak,NNS,O
,memiliki,VBP,O
,pernah,VBN,O
,dirawat di rumah sakit,VBN,O
,dengan,IN,O
,itu,DT,O
,mematikan,JJ,O
,membentuk,NN,O
,dari,IN,O
,Avian,JJ,O
,flu,NN,O
,.,.,O
Sentence: 252,Itu,DT,O
,anak-anak,NNS,O
,datang,VBP,O
,dari,IN,O
,berbeda,JJ,O
,Bagian,NNS,O
,dari,IN,O
,itu,DT,O
,negara,NN,O
,.,.,O
Sentence: 253,SIAPA,NNP,B-org
,mengatakan,VBZ,O
,mereka,PRP,O
,adalah,VBP,O
,menerima,VBG,O
,perlakuan,NN,O
,Dan,CC,O
,adalah,VBP,O
,di dalam,IN,O
,stabil,JJ,O
,kondisi,NN,O
,.,.,O
Sentence: 254,Itu,DT,O
,organisasi,NN,O
,mengatakan,VBZ,O
,itu,DT,O
,anak-anak,NNS,O
,telah,VBD,O
,A,DT,O
,sejarah,NN,O
,dari,IN,O
,kontak,NN,O
,dengan,IN,O
,mati,JJ,O
,burung-burung,NNS,O
,.,.,O
Sentence: 255,Tigapuluh,CD,O
,dua,CD,O
,Orang Mesir,NNS,B-gpe
,memiliki,VBP,O
,dikontrak,VBN,O
,itu,DT,O
,H5N1,NNP,B-nat
,membentuk,NN,O
,dari,IN,O
,Avian,JJ,O
,flu,NN,O
,.,.,O
Sentence: 256,Tigabelas,CD,O
,dari,IN,O
,mereka,PRP,O
,memiliki,VBP,O
,mati,VBN,O
,.,.,O
Sentence: 257,Mesir,NNP,B-geo
,memiliki,VBZ,O
,telah,VBN,O
,itu,DT,O
,terbesar,JJS,O
,nomor,NN,O
,dari,IN,O
,manusia,JJ,O
,burung,NN,O
,flu,NN,O
,kasus,NNS,O
,di luar,IN,O
,dari,IN,O
,Asia,NNP,B-geo
,.,.,O
Sentence: 258,Itu,DT,O
,head,NN,O
,of,IN,O
,itu,DT,O
,U.N.,NNP,B-org
,penyelidikan,NN,O
,ke dalam,IN,O
,itu,DT,O
,Irak,NNP,B-gpe
,minyak untuk makanan,NN,O
,program,NN,O
,mengatakan,VBZ,O
,Saddam,NNP,B-per
,Hussein,NNP,I-per
,secara ilegal,RB,O
,diperoleh,VBD,O
,lagi,JJR,O
,uang,NN,O
,dari,IN,O
,minyak,NN,O
,penyelundupan,NN,O
,dibandingkan,IN,O
,dari,IN,O
,korupsi,NN,O
,di dalam,IN,O
,itu,DT,O
,U.N.,NNP,B-org
,program,NN,O
,.,.,O
Sentence: 259,Mantan,JJ,O
,KITA.,NNP,B-gpe
,Federal,NNP,B-org
,Menyimpan,NNP,I-org
,Ketua,NNP,B-per
,Paul,NNP,I-per
,Volcker,NNP,I-per
,mengatakan,VBZ,O
,itu,DT,O
,penyelundupan,NN,O
,dimulai,VBD,O
,sebelum,IN,O
,itu,DT,O
,awal,NN,O
,dari,IN,O
,itu,DT,O
,minyak untuk makanan,NN,O
,program,NN,O
,",",",",O
,Dan,CC,O
,dulu,VBD,O
,diketahui,VBN,O
,ke,TO,O
,itu,DT,O
,Serikat,NNP,B-org
,Bangsa,NNP,I-org
,Keamanan,NNP,I-org
,Dewan,NNP,I-org
,.,.,O
Sentence: 260,Di dalam,IN,O
,sebuah,DT,O
,wawancara,NN,O
,dengan,IN,O
,itu,DT,O
,KITA.,NNP,B-gpe
,yang didanai pemerintah,JJ,B-org
,Alhurra,NNP,B-art
,televisi,NN,O
,stasiun,NN,O
,",",",",O
,Tn.,NNP,B-per
,Volcker,NNP,I-per
,dikatakan,VBD,O
,di sana,EX,O
,adalah,VBZ,O
,A,DT,O
,banyak,NN,O
,dari,IN,O
,kebingungan,NN,O
,tentang,IN,O
,Bagaimana,WRB,O
,banyak,JJ,O
,uang,NN,O
,Saddam,NNP,B-per
,diperoleh,VBD,O
,dari,IN,O
,itu,DT,O
,minyak untuk makanan,NN,O
,program,NN,O
,diri,PRP,O
,.,.,O
Sentence: 261,Dia,PRP,O
,ditolak,VBD,O
,ke,TO,O
,menyediakan,VB,O
,spesifik,JJ,O
,perkiraan,NNS,O
,",",",",O
,Tetapi,CC,O
,dikatakan,VBD,O
,besar,JJ,O
,jumlah,NNS,O
,itu,WDT,O
,memiliki,VBP,O
,pernah,VBN,O
,dilaporkan,VBN,O
,di dalam,IN,O
,itu,DT,O
,media,NNS,O
,adalah,VBD,O
,dari,IN,O
,penyelundupan,VBG,O
,Dan,CC,O
,bukan,RB,O
,dari,IN,O
,dana,NNS,O
,dialihkan,VBN,O
,dari,IN,O
,itu,DT,O
,program,NN,O
,.,.,O
Sentence: 262,Itu,DT,O
,Serikat,NNP,B-org
,Bangsa,NNPS,I-org
,dibuat,VBD,O
,itu,DT,O
,minyak untuk makanan,NN,O
,program,NN,O
,setelah,IN,O
,itu,DT,O
,Pertama,JJ,O
,Teluk,NNP,B-eve
,Perang,NNP,I-eve
,ke,TO,O
,mengizinkan,VB,O
,Irak,NNP,B-gpe
,ke,TO,O
,menjual,VB,O
,minyak,NN,O
,Dan,CC,O
,menggunakan,VB,O
,itu,DT,O
,keuntungan,NNS,O
,untuk,IN,O
,itu,DT,O
,Irak,JJ,B-gpe
,rakyat,NNS,O
,S,POS,O
,kemanusiaan,JJ,O
,kebutuhan,NNS,O
,.,.,O
Sentence: 263,Kyrgyzstan,NNP,B-gpe
,S,POS,O
,Keadilan,NNP,B-org
,Kementerian,NNP,I-org
,mengatakan,VBZ,O
,empat,CD,O
,rakyat,NNS,O
,",",",",O
,termasuk,VBG,O
,parlemen,NN,O
,anggota,NN,O
,Tynejbek,NNP,B-per
,Akmatbaev,NNP,I-per
,",",",",O
,memiliki,VBP,O
,pernah,VBN,O
,terbunuh,VBN,O
,pada,IN,O
,A,DT,O
,penjara,NN,O
,di dekat,IN,O
,Bishkek,NNP,B-geo
,setelah,IN,O
,narapidana,NNS,O
,telah mengambil,VBD,O
,mereka,PRP,O
,sandera,NN,O
,.,.,O
Sentence: 264,Pedalaman,NNP,B-per
,Menteri,NNP,I-per
,Murat,NNP,I-per
,Sutalin,NNP,I-per
,adalah,VBZ,O
,pada,IN,O
,itu,DT,O
,penjara,NN,O
,ke,TO,O
,kepala,VB,O
,negosiasi,NNS,O
,dengan,IN,O
,itu,DT,O
,narapidana,NNS,O
,.,.,O
Sentence: 265,Itu,DT,O
,kementerian,NN,O
,telah memberi,VBD,O
,TIDAK,DT,O
,lainnya,JJ,O
,Detail,NNS,O
,.,.,O
Sentence: 266,Dia,PRP,O
,adalah,VBZ,O
,bukan,RB,O
,jernih,JJ,O
,jika,IN,O
,itu,DT,O
,Pengambil Sandera,NNS,O
,dibuat,VBD,O
,setiap,DT,O
,tuntutan,NNS,O
,.,.,O
Sentence: 267,Tn.,NNP,B-per
,Akmatbaev,NNP,I-per
,dulu,VBD,O
,terlibat,VBN,O
,di dalam,IN,O
,negosiasi,NNS,O
,pada,IN,O
,Rabu,NNP,B-tim
,pada,IN,O
,lain,DT,O
,Kyrgyz,JJ,B-gpe
,penjara,NN,O
,Di mana,WRB,O
,A,DT,O
,kerusuhan,NN,O
,lebih,IN,O
,miskin,JJ,O
,hidup,NN,O
,kondisi,NNS,O
,dipaksa,VBD,O
,itu,DT,O
,staf,NN,O
,ke,TO,O
,evakuasi,VB,O
,lebih awal,RBR,O
,ini,DT,O
,pekan,NN,O
,.,.,O
Sentence: 268,Itu,DT,O
,penjara,NN,O
,",",",",O
,Juga,RB,O
,di dekat,IN,O
,Bishkek,NNP,B-geo
,",",",",O
,tetap,VBD,O
,dikelilingi,VBN,O
,oleh,IN,O
,keamanan,NN,O
,pasukan,NNS,O
,pada,IN,O
,Kamis,NNP,B-tim
,.,.,O
Sentence: 269,A,DT,O
,komersial,JJ,O
,pesawat terbang,NN,O
,memukau,VBG,O
,mati,RP,O
,dari,IN,O
,Barat,NNP,B-geo
,Eropa,NNP,I-geo
,memiliki,VBZ,O
,mendarat,VBN,O
,di dalam,IN,O
,Irak,NNP,B-geo
,untuk,IN,O
,itu,DT,O
,Pertama,JJ,O
,waktu,NN,O
,di dalam,IN,O
,hampir,RB,O
,20,CD,O
,bertahun-tahun,NNS,O
,.,.,O
Sentence: 270,Itu,DT,O
,pesawat,NN,O
,",",",",O
,dioperasikan,VBN,O
,oleh,IN,O
,Perancis,NNP,B-gpe
,S,POS,O
,Burung rajawali,NNP,B-org
,Azur,NNP,I-org
,perusahaan penerbangan,NN,O
,",",",",O
,telah mengambil,VBD,O
,mati,RP,O
,dari,IN,O
,Charles,NNP,B-art
,Dari,NNP,I-art
,Gaulle,NNP,I-art
,Bandara,NN,O
,di dalam,IN,O
,Paris,NNP,B-geo
,terlambat,JJ,O
,Sabtu,NNP,B-tim
,Dan,CC,O
,disentuh,VBD,O
,turun,RP,O
,pada,IN,O
,Bagdad,NNP,B-art
,Internasional,NNP,I-art
,Bandara,NNP,I-art
,lebih awal,JJ,O
,Minggu,NNP,B-tim
,.,.,O
Sentence: 271,Pejabat,NNS,O
,dikatakan,VBD,O
,ini,DT,O
,Pertama,JJ,O
,penerbangan,NN,O
,dulu,VBD,O
,sebagian besar,RB,O
,upacara,JJ,O
,",",",",O
,Dan,CC,O
,itu,IN,O
,paling,JJS,O
,dari,IN,O
,itu,DT,O
,penumpang,NNS,O
,adalah,VBD,O
,Perancis,JJ,B-gpe
,Diplomat,NNS,O
,Dan,CC,O
,bisnis,NN,O
,pemimpin,NNS,O
,.,.,O
Sentence: 272,Satu,CD,O
,dari,IN,O
,itu,DT,O
,penumpang,NNS,O
,",",",",O
,Perancis,JJ,B-gpe
,Luar negeri,NNP,B-per
,Berdagang,NNP,I-per
,Menteri,NNP,I-per
,Anne Marie,NNP,I-per
,Idrac,NNP,I-per
,",",",",O
,ditelepon,VBD,O
,dia,PRP,O
,A,DT,O
,bersejarah,JJ,O
,hari,NN,O
,untuk,IN,O
,kerja sama,NN,O
,di antara,IN,O
,Perancis,NNP,B-gpe
,Dan,CC,O
,Irak,NNP,B-gpe
,.,.,O
Sentence: 273,Reguler,JJ,O
,melayani,NN,O
,di antara,IN,O
,Paris,NNP,B-geo
,Dan,CC,O
,Bagdad,NNP,B-geo
,adalah,VBZ,O
,bukan,RB,O
,mengharapkan,VBN,O
,ke,TO,O
,awal,VB,O
,untuk,IN,O
,pada,IN,O
,paling sedikit,JJS,O
,beberapa,JJ,O
,minggu -minggu,NNS,O
,.,.,O
Sentence: 274,Burung rajawali,NNP,B-org
,Azur,NNP,I-org
,adalah,VBZ,O
,hanya,RB,O
,satu,CD,O
,dari,IN,O
,A,DT,O
,nomor,NN,O
,dari,IN,O
,maskapai penerbangan,NNS,O
,ke,TO,O
,awal,VB,O
,penerbangan,VBG,O
,ke,TO,O
,Bagdad,NNP,B-geo
,.,.,O
Sentence: 275,Etihad,NNP,B-org
,Dan,CC,O
,Emirat,NNP,B-org
,maskapai penerbangan,NNS,I-org
,",",",",O
,keduanya,DT,O
,Pengoperasian,VBG,O
,keluar,IN,O
,dari,IN,O
,itu,DT,O
,Serikat,NNP,B-geo
,Arab,NNP,I-geo
,Emirat,NNPS,I-geo
,",",",",O
,dimulai,VBD,O
,penerbangan,VBG,O
,ke,TO,O
,Bagdad,NNP,B-geo
,lebih awal,RBR,O
,ini,DT,O
,tahun,NN,O
,.,.,O
Sentence: 276,A,DT,O
,baru,JJ,O
,pemerintah,NN,O
,laporan,NN,O
,pertunjukan,VBZ,O
,KITA.,NNP,B-gpe
,bisnis,NNS,O
,ditambahkan,VBD,O
,A,DT,O
,sedang,JJ,O
,1.11.2000,CD,O
,baru,JJ,O
,pekerjaan,NNS,O
,di dalam,IN,O
,Januari,NNP,B-tim
,.,.,O
Sentence: 277,Itu,DT,O
,Tenaga kerja,NNP,B-org
,Departemen,NNP,I-org
,Jumat,NNP,B-tim
,diterbitkan,VBD,O
,A,DT,O
,laporan,NN,O
,itu,WDT,O
,Juga,RB,O
,ditunjukkan,VBD,O
,itu,DT,O
,KITA.,NNP,B-gpe
,pengangguran,NN,O
,kecepatan,NN,O
,ditingkatkan,VBD,O
,untuk,IN,O
,itu,DT,O
,Pertama,JJ,O
,waktu,NN,O
,di dalam,IN,O
,tiga,CD,O
,bulan,NNS,O
,-,IN,O
,ke,IN,O
,4.6,CD,O
,persen,NN,O
,.,.,O
Sentence: 278,Menurut,VBG,O
,ke,TO,O
,itu,DT,O
,laporan,NN,O
,",",",",O
,Amerika,JJ,B-gpe
,pekerja,NNS,O
,mendapatkan,VBD,O
,sebuah,DT,O
,rata-rata,NN,O
,dari,IN,O
,$,$,O
,17.09,CD,O
,sebuah,DT,O
,jam,NN,O
,di dalam,IN,O
,Januari,NNP,B-tim
,-,IN,O
,A,DT,O
,sedikit,JJ,O
,meningkatkan,NN,O
,dari,IN,O
,itu,DT,O
,sebelumnya,JJ,O
,bulan,NN,O
,.,.,O
Sentence: 279,Analis,NNS,O
,mengatakan,VBP,O
,itu,DT,O
,Departemen,NNP,B-org
,dari,IN,I-org
,Tenaga kerja,NNP,I-org
,laporan,NN,O
,akan,MD,O
,membantu,VB,O
,kemudahan,VB,O
,Kekhawatiran,NNS,O
,itu,IN,O
,A,DT,O
,ketat,JJ,O
,tenaga kerja,NN,O
,pasar,NN,O
,akan,MD,O
,secara signifikan,RB,O
,memompa,VB,O
,upah,NNS,O
,Dan,CC,O
,Biaya,NNS,O
,.,.,O
Sentence: 280,Lebih awal,RBR,O
,ini,DT,O
,pekan,NN,O
,",",",",O
,itu,DT,O
,KITA.,NNP,B-gpe
,pusat,JJ,O
,bank,NN,O
,diputuskan,VBD,O
,ke,TO,O
,menjaga,VB,O
,A,DT,O
,kunci,JJ,O
,minat,NN,O
,kecepatan,NN,O
,",",",",O
,meskipun,IN,O
,itu,DT,O
,mempertaruhkan,NN,O
,dari,IN,O
,inflasi,NN,O
,.,.,O
Sentence: 281,Venezuela,JJ,B-gpe
,Presiden,NNP,B-per
,Hugo,NNP,I-per
,Chavez,NNP,I-per
,memiliki,VBZ,O
,dikecam,VBN,O
,Kolumbia,NNP,B-gpe
,S,POS,O
,pertahanan,NN,O
,menteri,NN,O
,sebagai,IN,O
,sebuah,DT,O
,rintangan,NN,O
,ke,TO,O
,perdamaian,NN,O
,Dan,CC,O
,A,DT,O
,bidak,NN,O
,dari,IN,O
,itu,DT,O
,Serikat,NNP,B-gpe
,Negara bagian,NNPS,I-gpe
,.,.,O
Sentence: 282,Tn.,NNP,B-per
,Chavez,NNP,I-per
,bereaksi,VBD,O
,dengan tajam,RB,O
,Minggu,NNP,B-tim
,ke,TO,O
,itu,DT,O
,pertahanan,NN,O
,menteri,NN,O
,S,POS,O
,perkataan,NNS,O
,tentang,IN,O
,A,DT,O
,pertemuan,NN,O
,di antara,IN,O
,Tn.,NNP,B-per
,Chavez,NNP,I-per
,Dan,CC,O
,Kolumbia,JJ,B-gpe
,Presiden,NNP,B-per
,Alvaro,NNP,I-per
,Uribe,NNP,I-per
,.,.,O
Sentence: 283,Itu,DT,O
,dua,CD,O
,Presiden,NNS,O
,bertemu,VBD,O
,Jumat,NNP,B-tim
,ke,TO,O
,mencoba,VB,O
,ke,TO,O
,memperbaiki,VB,O
,ikatan,NNS,O
,di antara,IN,O
,their,PRP$,O
,negara,NNS,O
,.,.,O
Sentence: 284,Setelah,IN,O
,itu,DT,O
,pertemuan,NN,O
,",",",",O
,Kolumbia,JJ,B-gpe
,Pertahanan,NNP,B-per
,Menteri,NNP,I-per
,Juan,NNP,I-per
,Manuel,NNP,I-per
,Santos,NNP,I-per
,dikatakan,VBD,O
,Dia,PRP,O
,berharap,VBD,O
,Venezuela,NNP,B-gpe
,akan,MD,O
,mengikuti,VB,O
,melalui,IN,O
,dengan,IN,O
,janji,NNS,O
,dibuat,VBN,O
,selama,IN,O
,itu,DT,O
,pertemuan,NN,O
,.,.,O
Sentence: 285,Selama,IN,O
,A,DT,O
,Televisi,JJ,O
,pidato,NN,O
,Minggu,NNP,B-tim
,",",",",O
,Tn.,NNP,B-per
,Chavez,NNP,I-per
,ditelepon,VBD,O
,pada,IN,O
,Presiden,NNP,B-per
,Uribe,NNP,I-per
,ke,TO,O
,meletakkan,VB,O
,miliknya,PRP$,O
,pertahanan,NN,O
,menteri,NN,O
,di dalam,IN,O
,miliknya,PRP$,O
,tempat,NN,O
,.,.,O
Sentence: 286,Ketegangan,NNS,O
,di antara,IN,O
,itu,DT,O
,dua,CD,O
,negara,NNS,O
,mawar,VBD,O
,di dalam,IN,O
,Berbaris,NNP,B-tim
,Kapan,WRB,O
,Kolumbia,NNP,B-gpe
,terserang,VBD,O
,A,DT,O
,pemberontak,NN,O
,kamp,NN,O
,di dalam,IN,O
,Ekuador,NNP,B-geo
,.,.,O
Sentence: 287,Venezuela,NNP,B-gpe
,menanggapi,VBD,O
,oleh,IN,O
,mengirim,VBG,O
,pasukan,NNS,O
,ke,TO,O
,itu,DT,O
,Kolumbia,JJ,B-gpe
,berbatasan,NN,O
,.,.,O
Sentence: 288,Cina,NNP,B-gpe
,memiliki,VBZ,O
,Lashed,VBN,O
,keluar,RP,O
,pada,IN,O
,A,DT,O
,KITA.,NNP,B-gpe
,laporan,NN,O
,kritis,JJ,O
,dari,IN,O
,Cina,JJ,B-gpe
,kebijakan,NNS,O
,pada,IN,O
,keagamaan,JJ,O
,kebebasan,NN,O
,",",",",O
,pepatah,VBG,O
,seperti,JJ,O
,kritik,NN,O
,bisa,MD,O
,menyakiti,VB,O
,KITA.,NNP,B-gpe
,-,IN,O
,Cina,NNP,B-gpe
,hubungan,NNS,O
,.,.,O
Sentence: 289,Di dalam,IN,O
,-nya,PRP$,O
,tahunan,JJ,O
,laporan,NN,O
,diterbitkan,VBN,O
,Rabu,NNP,B-tim
,",",",",O
,itu,DT,O
,KITA.,NNP,B-org
,Komisi,NNP,I-org
,pada,IN,I-org
,Internasional,NNP,I-org
,Keagamaan,NNP,I-org
,Kebebasan,NNP,I-org
,dikatakan,VBD,O
,Cina,NNP,B-gpe
,berlanjut,VBZ,O
,ke,TO,O
,menjadi,VB,O
,bertanggung jawab,JJ,O
,untuk,IN,O
,meresap,JJ,O
,Dan,CC,O
,berat,JJ,O
,pelanggaran,NNS,O
,dari,IN,O
,keagamaan,JJ,O
,kebebasan,NN,O
,",",",",O
,secara teratur,RB,O
,memenjarakan,VBG,O
,Dan,CC,O
,melecehkan,VBG,O
,keagamaan,JJ,O
,pemimpin,NNS,O
,Dan,CC,O
,praktisi,NNS,O
,.,.,O
Sentence: 290,Di dalam,IN,O
,A,DT,O
,penyataan,NN,O
,Sabtu,NNP,B-tim
,Cina,JJ,B-gpe
,Luar negeri,NNP,B-org
,Kementerian,NNP,I-org
,juru bicara,NN,O
,Liu,NNP,B-per
,Jianchao,NNP,I-per
,dituduh,VBD,O
,itu,DT,O
,KITA.,NNP,B-gpe
,tubuh,NN,O
,dari,IN,O
,mencoba,VBG,O
,ke,TO,O
,mengganggu,VB,O
,dengan,IN,O
,Cina,JJ,B-gpe
,intern,JJ,O
,urusan,NNS,O
,di bawah,IN,O
,itu,DT,O
,samaran,NN,O
,dari,IN,O
,keagamaan,JJ,O
,kebebasan,NN,O
,.,.,O
Sentence: 291,Dia,PRP,O
,dikatakan,VBD,O
,seperti,JJ,O
,kritik,NN,O
,berjalan,VBZ,O
,menangkal,NN,O
,ke,TO,O
,itu,DT,O
,Bagus,JJ,O
,perkembangan,NN,O
,dari,IN,O
,KITA,NNP,B-gpe
,-,IN,O
,Cina,NNP,B-gpe
,hubungan,NNS,O
,.,.,O
Sentence: 292,Liu,NNP,B-per
,dikatakan,VBD,O
,Cina,NNP,B-gpe
,melindungi,VBZ,O
,itu,DT,O
,keagamaan,JJ,O
,kebebasan,NN,O
,dari,IN,O
,Cina,JJ,B-gpe
,warga,NNS,O
,menurut,VBG,O
,ke,TO,O
,hukum,NN,O
,",",",",O
,Dan,CC,O
,itu,IN,O
,warga,NNS,O
,menikmati,VBP,O
,penuh,JJ,O
,kebebasan,NN,O
,dari,IN,O
,agama,NN,O
,.,.,O
Sentence: 293,Cina,NNP,B-gpe
,S,POS,O
,Komunis,JJ,O
,pemerintah,NN,O
,memungkinkan,VBZ,O
,memuja,NN,O
,hanya,RB,O
,di dalam,IN,O
,disetujui negara,JJ,O
,Dan,CC,O
,dimonitorikan oleh negara,JJ,O
,Gereja,NNS,O
,",",",",O
,kuil,NNS,O
,Dan,CC,O
,masjid,NNS,O
,.,.,O
Sentence: 294,Rakyat,NNS,O
,WHO,WP,O
,memuja,VBP,O
,di dalam,IN,O
,tidak sah,JJ,O
,cara,NNS,O
,adalah,VBP,O
,subjek,JJ,O
,ke,TO,O
,menangkap,NN,O
,.,.,O
Sentence: 295,Presiden,NNP,B-per
,Semak-semak,NNP,I-per
,memiliki,VBZ,O
,diterbitkan,VBN,O
,14,CD,O
,pengampunan,NNS,O
,ke,TO,O
,Dihukum,VBN,O
,penjahat,NNS,O
,",",",",O
,Dan,CC,O
